,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
SCYL3,1592,882,720,160,76,5,48,707,0,149,0,0,0,0,5,9,0,0,0,1,0,155,1707,3346,5550,352,1693,12,3,8,0,5,0,2791,49,13,3836,610,405,776,637,781,825,300,446,13,645,391,27,4,3303,1109,1572,616,2522,546,2521,1686,1129,159,3,29,47,1069
SDC2,0,0,1,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,43,55,2,6,1,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SDC4,152,78,69,12,8,1,8,101,0,16,0,0,0,0,1,1,0,0,0,0,0,114,251,461,708,53,201,0,0,0,0,1,0,216,3,2,309,45,38,77,53,72,66,18,31,3,58,45,5,1,275,122,144,48,213,50,190,110,111,17,0,5,4,66
SDR42E1,30,14,7,2,4,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,22,41,3,18,0,0,0,0,0,0,61,2,1,96,17,14,12,9,15,15,4,7,0,5,11,0,1,70,22,29,6,25,10,29,45,18,1,0,2,1,25
SDS,13,6,2,0,2,0,6,74,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,132,73,29,32,0,0,1,0,0,0,9,0,0,21,4,4,5,2,3,4,3,3,0,3,5,1,0,24,3,10,3,12,6,8,10,6,1,0,0,1,2
SEC14L1,482,343,256,45,75,6,34,443,0,50,0,0,0,0,4,4,0,0,0,1,0,166,754,1595,2186,212,1463,2,0,8,0,0,0,1303,54,8,806,148,113,221,140,179,254,85,127,5,173,103,6,3,912,324,390,152,663,206,1017,929,416,50,0,14,16,340
SEC31A,602,349,311,67,60,3,32,394,0,103,0,0,0,0,0,3,0,0,0,1,0,10,590,1296,1737,149,887,5,0,0,0,2,0,1235,28,6,1578,267,182,398,280,330,340,130,221,4,283,164,16,2,1380,437,653,314,1162,236,1219,814,479,79,1,16,20,465
SELENOK,1086,615,476,150,76,4,38,549,0,96,0,0,0,0,2,7,0,0,0,0,0,45,1135,1895,2800,237,1254,8,0,7,0,4,0,2924,64,15,2601,609,279,810,538,733,861,364,485,16,654,355,25,2,2174,1066,1871,774,2638,707,2878,1964,1465,151,3,40,32,1365
SERPIND1,4,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,0,5,0,0,0,0,0,0,5,0,0,1,0,2,0,1,0,2,1,0,0,0,1,0,0,2,1,1,1,1,0,3,2,0,0,0,0,0,1
SERPING1,1,3,1,1,0,0,0,61,0,76,0,0,0,0,0,5,0,0,0,0,0,11,131,460,309,65,123,0,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,4,3,0,0,0,0,0,1
SETMAR,37,16,13,3,1,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,2,39,64,118,13,42,0,0,0,0,0,0,65,0,0,175,24,18,37,27,27,28,15,27,1,9,12,1,0,134,36,57,17,70,17,82,53,27,5,0,4,1,27
SEZ6L,0,0,0,0,0,0,2,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,111,90,36,220,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
SF3A2,942,468,450,82,44,0,34,436,0,88,0,0,0,0,2,3,0,0,0,1,0,125,651,1378,1768,170,973,2,0,4,0,0,0,1694,44,17,2822,463,256,591,471,478,510,222,333,13,504,329,26,1,2419,709,1195,585,1994,390,1949,1114,787,147,3,37,43,853
SFRP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,2,0,0,1,0,0,0,0,0,0
SGIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3D21,23,4,3,2,2,0,9,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,41,28,6,49,0,0,0,0,0,0,16,2,0,32,4,2,9,10,11,6,5,2,0,4,4,1,0,31,8,13,2,14,5,14,11,6,1,0,1,0,3
SH3RF3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,1,3,0,0,0,0,0,0,1,0,0,24,0,0,0,4,4,0,0,0,0,0,1,0,0,33,2,0,0,0,1,0,0,0,0,0,0,1,0
SH3TC1,326,133,80,58,4,0,25,333,0,62,0,0,0,0,1,2,0,0,0,0,0,3,429,894,1252,121,540,3,1,0,0,3,0,114,1,1,200,73,36,110,36,99,102,16,20,0,20,47,2,0,77,60,154,51,91,26,104,90,24,10,1,0,1,21
SHARPIN,355,169,161,30,28,1,15,215,0,43,0,0,0,0,1,2,0,0,0,1,0,41,346,672,867,93,506,2,0,1,0,1,0,957,23,10,978,189,74,247,175,201,261,91,158,4,203,129,10,1,899,290,523,269,757,205,991,655,344,57,2,19,19,390
SHB,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,4,0,0,0,0,0,1
SHISA4,2,1,0,0,0,0,7,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,60,50,15,149,0,0,0,0,0,0,49,0,0,6,1,0,2,1,6,1,2,2,0,3,3,1,0,3,2,12,19,29,12,62,30,8,1,0,1,0,11
SHISA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC12,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,33,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SKP2,114,75,69,8,6,1,9,105,0,11,0,0,0,0,0,2,0,0,0,0,0,2,86,165,221,20,120,0,0,0,0,0,0,160,6,3,234,40,36,61,48,58,51,27,34,1,63,25,6,1,264,54,110,45,201,34,205,119,71,24,1,10,3,83
SLAMF7,16,34,25,20,70,3,43,121,0,66,0,0,0,0,0,3,0,0,0,0,0,3,53,159,111,56,265,0,0,0,0,0,0,1075,19,6,8,3,7,6,1,2,1,14,111,5,248,2,1,0,57,77,545,279,1052,218,1185,803,322,65,1,11,12,386
SLAMF8,0,0,0,0,0,0,29,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,70,23,15,3,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,7,0,8,0,0,0,5,4,24,13,44,10,25,23,4,5,0,0,0,13
SLC15A3,38,45,30,11,2,0,1,153,0,15,0,0,0,0,2,2,0,0,0,0,0,1,544,1003,1481,127,452,2,0,3,0,1,0,12,0,0,36,2,1,0,1,5,1,1,0,0,2,0,0,0,48,4,2,1,3,5,12,6,7,0,0,1,0,4
SLC25A13,212,148,136,47,9,0,13,231,0,30,0,0,0,0,0,2,0,0,0,1,0,3,274,708,797,100,563,2,1,1,0,0,0,280,11,1,394,85,56,109,62,92,99,34,50,0,76,64,7,0,250,119,178,50,253,63,250,173,103,22,1,4,7,117
SLC25A14,99,35,30,6,6,0,3,51,0,9,0,0,0,0,0,0,0,0,0,0,0,0,53,101,175,13,83,1,0,0,0,0,0,153,3,2,162,26,19,35,19,29,46,11,23,1,33,26,4,0,146,47,84,26,149,34,157,106,53,12,1,1,7,79
SLC25A25,156,63,53,13,6,0,16,125,0,25,0,0,0,0,1,1,0,0,0,1,0,12,200,466,465,102,569,1,0,0,0,1,0,406,8,7,527,101,73,147,92,100,126,40,43,2,78,60,9,2,524,136,151,130,320,58,444,219,74,29,2,13,9,95
SLC25A34,10,10,9,2,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,35,58,5,19,0,0,0,0,0,0,11,1,0,17,6,1,4,6,6,4,1,4,0,2,0,1,0,18,6,4,5,13,0,8,2,5,2,0,0,1,6
SLC25A37,490,262,226,56,21,4,24,364,0,27,0,0,0,0,2,7,0,0,0,1,0,21,1137,1717,3214,158,616,6,1,9,0,4,0,379,12,3,880,134,98,185,153,184,181,55,102,3,114,73,10,2,782,213,332,109,425,96,359,255,232,29,0,6,12,171
SLC25A39,480,294,331,60,52,6,31,355,0,75,0,0,0,0,0,1,0,0,0,0,0,21,344,908,921,148,631,0,1,2,0,1,0,1193,51,13,1577,278,153,318,270,304,337,126,187,8,267,171,13,2,1799,471,625,319,937,246,1157,797,477,73,2,19,21,532
SLC25A43,106,78,73,11,5,0,8,102,0,20,0,0,0,0,0,0,0,0,0,0,0,13,89,216,243,34,146,1,0,0,0,1,0,133,2,0,69,15,13,50,10,19,48,13,15,1,21,19,0,0,86,46,55,21,93,28,148,101,54,4,0,1,0,26
SLC2A14,6,2,4,0,0,0,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,32,58,2,8,0,0,0,0,0,0,15,0,0,9,5,2,4,3,8,3,1,1,0,1,1,0,0,15,9,6,3,8,3,9,7,7,1,0,0,0,3
SLC2A3,1251,780,494,173,13,3,15,472,0,12,0,0,0,0,2,6,0,0,0,1,0,273,1424,1851,3781,130,289,10,0,6,0,4,0,2088,21,13,3254,614,431,891,871,1160,1063,377,395,19,458,414,24,3,2337,1291,1395,477,1659,509,1598,1318,1215,105,1,24,31,864
SLC2A8,42,36,35,7,13,0,8,64,0,32,0,0,0,0,1,0,0,0,0,0,0,15,50,143,167,27,128,0,0,0,0,0,0,190,1,1,6,0,2,14,0,1,10,6,9,1,47,17,3,0,10,8,42,40,135,25,186,123,35,12,0,7,1,64
SLC34A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35B3,193,92,103,17,17,1,11,94,0,13,0,0,0,0,0,1,0,0,0,0,0,7,103,247,353,34,184,0,0,0,0,0,0,287,4,2,531,87,61,103,85,81,75,30,59,2,85,65,10,0,487,120,170,73,331,63,297,212,120,25,0,4,7,102
SLC35G1,16,14,20,5,0,0,2,11,0,3,0,0,0,0,0,0,0,0,0,0,0,11,13,36,45,5,12,0,0,0,0,0,0,32,1,0,197,45,31,52,24,31,38,7,12,0,11,21,3,0,140,36,32,8,51,4,33,16,25,3,0,1,3,23
SLC38A5,57,34,37,10,46,3,3,11,0,10,0,0,0,0,0,1,0,0,0,0,0,6,5,11,11,1,3,0,0,0,0,0,0,292,2,5,222,76,29,100,37,69,100,36,56,1,101,48,6,1,224,97,169,91,330,57,322,225,114,37,0,11,6,127
SLC39A9,172,93,78,20,16,0,4,100,0,15,0,0,0,0,0,0,0,0,0,0,0,8,147,319,429,36,214,0,1,1,0,0,0,267,4,1,374,48,64,64,58,73,81,22,43,2,77,35,6,1,349,90,155,70,288,53,296,197,107,16,0,6,5,100
SLC43A3,40,19,20,2,5,1,10,152,0,33,0,0,0,0,0,0,0,0,0,0,0,2,254,609,770,107,502,3,0,0,0,0,0,75,0,1,120,20,15,24,23,30,30,15,22,0,34,27,10,3,84,30,74,35,99,26,74,47,54,24,1,8,2,57
SLC4A10,5,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,25,2,8,0,0,0,0,0,0,17,4,1,9,7,10,36,2,4,52,34,74,2,21,2,0,0,25,90,142,4,23,28,6,30,954,14,0,1,0,138
SLC5A2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,11,5,12,8,17,10,1,4,0,0,3,0,0,50,24,5,0,1,0,4,4,12,0,0,0,1,1
SLC6A16,67,42,47,11,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,12,22,5,27,0,0,0,0,0,0,42,2,0,44,14,3,4,9,9,6,1,2,0,4,2,0,0,34,8,22,6,38,7,32,19,7,2,0,0,1,11
SLC6A8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,24,2,3,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,4,2,0,3,0,0,0,0,0,0,0,0,0
SLC7A6,157,115,120,23,10,3,12,152,0,47,0,0,0,0,1,0,0,0,0,0,0,5,98,265,372,29,98,2,0,0,0,2,0,247,24,3,1290,157,152,171,229,249,223,88,79,6,55,90,9,1,1038,290,208,33,147,66,149,196,232,25,1,4,8,170
SLC9A9,165,75,55,20,4,0,15,115,0,1,0,0,0,0,0,0,0,0,0,0,0,53,131,298,394,56,380,0,0,0,0,0,0,294,4,1,423,114,86,137,63,134,120,33,79,3,94,106,12,1,236,87,208,100,325,59,376,211,82,31,1,4,8,102
SLIT1,0,1,0,0,0,0,1,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,17,11,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0
SMAD9,7,8,5,2,1,0,2,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,19,31,2,12,0,0,0,0,0,0,8,0,0,29,1,3,7,3,2,3,2,6,0,1,3,0,0,11,2,5,2,19,2,9,5,4,0,0,0,0,2
SMIM1,37,19,14,4,3,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,72,33,62,85,7,13,0,0,0,0,0,0,44,0,0,136,17,10,9,16,12,17,4,4,0,4,9,0,0,121,22,19,1,18,1,21,23,7,1,0,0,1,8
SMIM10L2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAPC2,107,61,84,16,13,1,12,203,0,20,0,0,0,0,2,1,0,0,0,0,0,4,203,567,642,99,497,1,0,0,0,0,0,483,20,2,316,57,45,86,54,61,75,34,52,2,88,50,3,1,301,118,198,72,383,74,439,325,148,32,1,7,10,156
SNCA,29,6,2,2,2,0,2,171,0,45,0,0,0,0,0,4,0,0,0,0,0,329,226,476,638,43,93,4,0,0,0,0,0,36,11,1,16,3,3,5,5,5,5,4,4,0,3,5,0,0,30,6,6,4,10,6,18,40,3,2,0,0,0,6
SND1,514,394,470,59,75,6,39,477,0,123,0,0,0,0,2,3,0,0,0,1,0,9,564,1373,1861,187,869,1,0,1,0,3,0,1027,30,14,1243,238,172,396,202,293,420,152,229,4,250,155,18,2,1305,502,645,294,990,261,1048,687,596,86,2,21,26,559
SNX24,7,5,7,2,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,40,49,99,120,22,168,1,0,0,0,0,0,39,1,0,16,6,6,14,10,7,13,5,8,0,14,7,1,0,9,9,17,12,49,11,58,17,14,4,0,3,0,15
SOBP,58,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,11,1,3,0,3,0,0,0,2,0,0,0,0,0
SOX12,19,22,15,2,4,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,23,36,2,9,0,0,0,0,0,0,18,1,0,43,5,5,4,10,4,5,1,1,0,5,2,0,0,70,12,10,4,17,5,11,10,4,2,0,1,2,14
SPAG8,10,8,10,0,1,0,1,20,0,2,0,0,0,0,0,0,0,0,0,0,0,1,16,25,42,0,5,0,0,0,0,0,0,41,1,0,52,5,9,6,5,6,4,3,5,0,6,4,1,0,64,13,15,6,21,10,38,39,5,1,0,2,1,17
SPECC1,106,41,54,12,10,0,26,384,0,28,0,0,0,0,1,2,0,0,0,0,0,29,453,876,1423,92,363,3,1,0,0,1,0,306,27,3,155,22,34,40,27,39,53,16,28,2,32,22,5,1,146,76,145,56,194,64,261,264,64,11,1,3,3,82
SPEG,5,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,28,44,3,12,0,0,0,0,0,0,1,0,0,38,4,5,3,5,2,11,0,1,0,1,2,0,0,77,6,5,0,6,0,4,6,4,1,0,0,0,3
SPIB,870,624,585,121,6,0,11,184,0,138,0,0,0,0,0,0,0,0,0,1,0,0,44,101,134,13,40,0,0,0,0,0,0,59,1,0,69,15,7,9,15,21,15,6,7,1,6,3,1,0,55,19,25,10,41,7,37,31,15,7,0,1,0,16
SPIRE1,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,36,45,1,18,0,0,0,0,0,0,14,1,0,2,0,0,1,1,0,2,0,1,0,1,0,0,0,1,0,3,1,9,2,10,6,2,1,0,0,0,2
SPTB,9,4,4,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,48,7,13,17,1,5,0,0,0,0,0,0,13,0,1,8,5,5,8,1,6,13,2,4,0,1,1,0,0,18,7,6,4,21,1,17,7,8,0,0,0,0,6
SQSTM1,1416,851,737,139,71,4,40,624,0,101,0,0,0,0,4,14,0,0,0,1,0,352,1433,2636,3904,286,1585,11,1,4,0,4,0,3182,80,15,2478,507,280,712,442,599,809,315,493,18,599,385,19,4,2262,1002,1468,582,2241,689,2853,2118,1327,144,2,29,42,1221
SRRM1,1784,997,787,175,59,9,42,708,0,145,0,0,0,0,3,8,0,0,0,0,0,46,1179,2609,3801,302,1626,7,0,4,0,4,0,3144,78,18,4674,758,439,905,783,879,941,386,570,13,795,446,30,3,3991,1332,2076,935,3181,715,3276,2143,1444,200,2,43,50,1393
SRSF3,1372,688,658,117,75,9,48,729,0,146,0,0,0,0,3,6,0,0,0,1,0,53,1292,2586,3914,308,1481,7,2,1,0,4,0,2990,69,21,3401,612,355,850,593,785,862,336,518,17,703,423,31,4,2999,1118,1621,691,2749,671,2752,2080,1430,175,3,46,50,1267
SRSF4,844,477,440,109,52,2,34,479,0,105,0,0,0,0,2,4,0,0,0,0,0,61,800,1491,2242,198,1005,3,0,1,0,2,0,1613,34,15,2018,365,257,442,403,464,494,204,227,5,338,227,28,4,1797,588,853,380,1438,321,1587,980,590,101,3,32,38,608
SSBP2,815,202,204,51,9,1,11,185,0,30,0,0,0,0,0,3,0,0,0,0,0,159,245,466,661,53,452,1,0,0,0,2,0,325,28,5,1591,217,127,216,237,237,259,84,107,3,144,84,6,2,1034,257,252,115,561,79,379,272,152,24,0,14,8,147
SSPN,12,70,230,31,25,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,1,2,0,0,1,0,0,0,5,0,0,2,0,2,1,0,0,1,1,1,0,1,1,0,0,2,1,1,2,3,2,2,2,0,0,0,0,0,1
ST6GALNAC4,282,255,169,62,67,2,11,116,0,110,0,0,0,0,0,0,0,0,0,0,0,6,69,170,207,25,82,0,0,0,0,1,0,222,6,0,260,38,26,69,54,49,60,23,38,2,31,41,2,0,432,107,165,54,172,43,200,184,99,19,0,3,1,87
ST7,1,11,8,3,2,0,6,35,0,6,0,0,0,0,0,0,0,0,0,0,0,18,20,48,78,9,21,0,0,0,0,0,0,85,2,2,37,7,8,19,4,8,11,7,14,1,22,10,1,0,35,21,44,26,126,15,93,63,19,3,0,4,1,26
STAP1,913,313,265,38,24,0,0,21,0,8,0,0,0,0,0,1,0,0,0,0,0,0,5,6,16,1,2,0,0,0,0,0,0,122,6,2,89,7,6,2,10,6,7,3,5,1,1,6,0,0,22,9,4,2,6,14,33,103,19,0,0,2,1,11
STAP2,9,7,5,2,2,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,10,17,40,1,11,0,0,0,0,0,0,26,1,0,96,6,5,13,13,11,7,2,6,0,3,8,0,0,73,16,12,5,14,6,17,23,13,0,0,3,1,5
STARD4,64,45,42,17,9,1,8,88,0,7,0,0,0,0,0,0,0,0,0,0,0,8,184,386,371,58,171,4,0,0,0,1,0,309,8,3,212,35,29,38,33,52,74,14,33,0,59,27,1,0,183,68,118,54,202,52,316,194,84,10,0,6,10,55
STARD8,5,4,6,1,1,0,12,79,0,1,0,0,0,0,0,0,0,0,0,0,0,42,96,259,237,39,126,0,0,0,0,0,0,4,1,0,10,5,2,1,1,1,1,2,0,0,2,0,0,0,10,1,4,3,4,3,5,3,3,0,0,0,0,2
STAU1,547,326,271,64,40,1,23,327,0,65,0,0,0,0,2,5,0,0,0,0,0,81,478,1112,1591,132,652,1,0,2,0,0,0,1118,29,11,1381,240,176,329,262,354,357,146,216,4,303,257,20,3,1216,494,758,314,1128,264,1142,745,491,84,2,22,28,474
STEAP3,3,4,3,0,1,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,119,83,10,7,1,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,0,0,0,0,0,0
STK10,495,335,333,71,27,1,31,455,0,64,0,0,0,0,2,9,0,0,0,0,0,18,956,1861,2650,255,1530,4,0,7,0,3,0,2450,38,14,1510,322,263,452,283,399,486,185,289,9,474,277,22,2,1593,615,1108,581,2042,421,2157,1506,654,122,0,26,37,731
STMN3,202,66,82,6,7,0,3,41,0,14,0,0,0,0,0,0,0,0,0,0,0,6,13,54,60,7,44,0,0,0,0,1,0,117,1,2,1927,279,143,437,275,334,381,102,168,3,242,119,12,3,1807,452,461,222,907,93,228,87,249,71,2,3,14,246
STYK1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,5,0,0,0,0,0,0,8,0,0,6,1,0,2,0,0,1,0,3,0,0,0,0,0,14,4,27,7,33,7,46,22,2,6,0,1,1,13
SUMO4,16,8,11,3,1,0,1,12,0,5,0,0,0,0,0,0,0,0,0,0,0,1,12,25,42,5,19,0,0,0,0,0,0,22,1,0,69,11,14,10,6,19,17,8,4,0,10,10,2,0,61,13,24,3,24,7,19,19,5,2,0,1,0,8
SUSD1,33,8,14,2,1,0,1,65,0,48,0,0,0,0,0,0,0,0,0,0,0,75,153,277,466,41,244,0,0,0,0,1,0,344,4,1,38,14,4,13,5,8,13,5,14,0,47,2,0,0,43,20,71,81,197,42,287,205,29,12,0,3,0,54
SUSD3,193,166,176,25,26,1,24,198,0,3,0,0,0,0,0,0,0,0,0,0,0,104,101,223,265,25,33,0,0,0,0,0,0,18,0,0,1727,308,173,303,303,262,303,95,107,2,58,206,18,1,1205,312,202,20,116,25,23,15,104,19,0,0,9,96
SYTL3,27,32,33,10,6,0,4,117,0,7,0,0,0,0,0,0,0,0,0,0,0,9,207,343,671,30,91,0,0,2,0,2,0,2737,62,11,1154,123,108,270,210,243,318,188,311,11,588,147,8,1,943,467,1235,584,2375,531,2732,1835,753,116,0,26,4,1002
TAF11,444,227,188,54,26,2,19,277,0,50,0,0,0,0,1,1,0,0,0,0,0,20,381,871,1161,94,467,0,0,0,0,2,0,962,25,6,1083,203,104,225,192,229,210,90,149,7,214,148,16,2,901,294,530,260,834,199,890,656,376,52,1,11,22,354
TAF4B,213,120,97,10,15,0,5,55,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,92,77,23,30,0,0,0,0,0,0,9,6,0,407,40,25,50,75,69,75,29,26,4,7,11,1,0,342,94,70,10,47,15,14,28,54,5,0,0,0,35
TCEANC2,165,68,68,12,5,0,6,99,0,17,0,0,0,0,0,2,0,0,0,0,0,0,175,304,384,37,158,2,0,1,0,1,0,189,2,3,316,55,36,53,40,58,45,25,41,0,54,34,3,1,253,63,121,39,155,29,158,102,74,17,0,5,3,62
TCF7,45,71,134,11,2,1,4,39,0,4,0,0,0,0,0,0,0,0,0,0,0,24,41,77,169,11,52,0,1,1,0,0,0,252,55,2,5907,744,444,693,898,926,770,273,275,10,126,184,15,1,4702,1165,971,164,467,204,270,385,659,57,3,2,60,410
TCFL5,12,8,8,3,0,0,2,13,0,4,0,0,0,0,0,0,0,0,0,0,0,1,19,42,52,7,16,0,1,0,0,0,0,20,0,0,32,5,5,6,5,5,5,1,3,0,10,3,0,0,31,4,19,6,20,5,17,14,7,1,0,0,0,6
TEAD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEC,71,55,59,6,3,0,4,83,0,3,0,0,0,0,1,0,0,0,0,0,0,11,50,109,131,14,42,0,0,1,0,0,0,68,12,1,89,8,6,9,13,19,11,6,5,0,6,1,0,0,90,20,26,5,21,6,34,86,14,3,0,1,0,6
TERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX22,13,3,8,0,1,0,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,40,62,2,16,0,0,0,0,0,0,25,0,0,33,5,2,6,3,2,4,0,2,0,5,3,1,0,39,3,8,2,13,1,17,15,6,1,0,0,1,3
TFDP1,56,45,56,7,8,5,9,96,0,15,0,0,0,0,1,2,0,0,0,0,0,2,181,327,529,35,125,0,0,0,0,1,0,162,5,4,232,43,25,53,43,39,47,17,26,2,48,25,16,2,203,52,105,51,175,35,145,113,48,34,3,10,2,64
