Mixture	NK cells	Monocytes	NKT cells	B cells	T cells CD4	T cells CD8	Dendritic cells	Megakaryocytes
GTEX-Q2AH	0.078781215	0.736307556	0	0.018875248	0.131457497	0	0	0.034578484
GTEX-Q2AI	0.107187658	0.737432669	0	0.027650141	0.101644557	0	0	0.026084976
GTEX-Q734	0.04259263	0.550614807	0.012135076	0.058774716	0.230673949	0.058214691	0	0.046994131
GTEX-QCQG	0.102561692	0.681682521	0	0.044420119	0.144340921	0.005065509	0	0.021929238
GTEX-QDT8	0.130479462	0.457519304	0	0.057873403	0.19779878	0.141161311	0	0.015167739
GTEX-QDVJ	0.066088909	0.556665656	0.085328182	0.101924254	0	0.167842131	0	0.022150868
GTEX-QDVN	0.111600517	0.717703737	0	0.021754805	0.132388304	0	0	0.016552637
GTEX-QEG4	0.145417557	0.109702438	0.04563837	0.114683586	0.055649001	0.385574589	0.117780464	0.025553995
GTEX-QEG5	0.086001462	0.597314147	0	0.074934852	0.182355578	0.001851535	0	0.057542425
GTEX-QESD	0.060239973	0.60495508	0	0.110538	0.202957605	0	0	0.021309342
GTEX-QLQ7	0.069124805	0.714482163	0	0.065743126	0.126535794	0	0	0.024114113
GTEX-QLQW	0.034883361	0.594957073	0.007163858	0.043634704	0.18014736	0.108840684	0	0.03037296
GTEX-QMR6	0.135002443	0.482676943	0	0.086079406	0.187911021	0	0	0.108330187
GTEX-QMRM	0.056599018	0.716487039	0	0.033721591	0.16166821	0	0	0.031524141
GTEX-QV31	0.051392144	0.752002028	0	0.017958476	0.157859955	0	0	0.020787397
GTEX-QVJO	0.146635345	0.395743399	0.031418287	0.124795713	0	0.190352052	0	0.111055204
GTEX-QVUS	0.147111685	0.530134217	0.004579442	0.134252538	0.01639739	0.122366448	0.021754797	0.023403483
GTEX-QXCU	0.032672801	0.522447061	0.101791565	0.211703294	0.072586748	0.056478515	0	0.002320016
GTEX-R3RS	0.07855811	0.09044237	0.104815571	0.019036985	0	0.615021327	0.081145997	0.01097964
GTEX-R45C	0.130109112	0.548043717	0.031102412	0.136350991	0.085188472	0.033449815	0	0.035755481
GTEX-R53T	0.045018223	0.54859124	0	0	0.379176576	0.004413985	0	0.022799975
GTEX-R55C	0.076320421	0.691572788	0	0.030755467	0.148555734	0	0	0.052795589
GTEX-R55D	0.136664285	0.52146362	0.047457207	0.057842571	0	0.214207866	0	0.022364452
GTEX-R55E	0.07264493	0.117884896	0.082091846	0.094576837	0	0.490494726	0.135694208	0.006612557
GTEX-R55G	0.074636787	0.711250295	0	0.048305033	0.140247753	0	0	0.025560132
GTEX-REY6	0.062085738	0.567762996	0.050358622	0.139713402	0.042209167	0.102782822	0	0.035087253
GTEX-RM2N	0.076817681	0.658690759	0	0	0.199965898	0	0.004804119	0.059721543
GTEX-RN64	0.092296665	0.072028578	0.022522891	0.370764528	0.078095537	0.296405157	0.054699835	0.013186808
GTEX-RNOR	0.091535979	0.270790493	0.056436767	0.186188095	0	0.376550965	0.005458343	0.013039358
GTEX-RTLS	0.111453974	0.399922308	0.014702754	0.05340498	0.141416638	0.057282063	0.126726929	0.095090354
GTEX-RU1J	0.032609048	0.765058039	0	0.027955916	0.170757416	0	0	0.00361958
GTEX-RU72	0.063330945	0.243785023	0.094952641	0.134227256	0	0.441995366	0.011131425	0.010577344
GTEX-RUSQ	0.086950899	0.629150072	0	0.024664114	0.155904068	0	0	0.103330846
GTEX-RVPV	0.163419755	0.474705195	0	0.201300696	0	0.125565405	0	0.035008948
GTEX-RWS6	0.08132205	0.600146652	0	0.003496565	0.249538505	0.036423794	0	0.029072434
GTEX-RWSA	0.067977829	0.69644461	0.012049062	0.093594024	0.092840007	0.013392437	0.000787581	0.022914449
GTEX-S32W	0.110607126	0.761274466	0	0.000119001	0.106401199	0	0	0.021598208
GTEX-S33H	0.101374659	0.306051891	0.030903206	0.12466926	0.07753375	0.257436157	0.079029307	0.023001769
GTEX-S341	0.078231681	0.660692877	0	0.037679302	0.171896664	0	0	0.051499477
GTEX-S7PM	0.092894997	0.36792276	0.086625436	0.115042811	0	0.315963333	0.0064091	0.015141563
GTEX-S7SE	0.09230632	0.055375113	0.113318163	0.105525784	0	0.504571956	0.121049507	0.007853158
GTEX-S95S	0.092935831	0.727521777	0	0.041424768	0.121394216	0	0	0.016723407
GTEX-SE5C	0.070710758	0.724266909	0	0.054382054	0.136846477	0	0	0.013793802
GTEX-SIU8	0.057838199	0.086274608	0.104635416	0.190662378	0	0.525103807	0.022363671	0.013121921
GTEX-SJXC	0.092867634	0.104038763	0.073574018	0.278450618	0	0.385154405	0.052762999	0.013151564
GTEX-SN8G	0.093439821	0.629850425	0	0.08161914	0.128042582	0.011996933	0	0.055051099
GTEX-SNMC	0.075247806	0.745084154	0	0.014684645	0.161715687	0	0	0.003267707
GTEX-SNOS	0.069909936	0.759025386	0	0.019822263	0.114537568	0	0	0.036704847
GTEX-SSA3	0.032225549	0.472494137	0.001675039	0.063582592	0.374119324	0.009862621	0.003500237	0.042540502
GTEX-SUCS	0.098814821	0.691075282	0	0.031068871	0.160880161	0	0	0.018160864
GTEX-T2YK	0.18373124	0.515544635	0	0.060144843	0.081550586	0.12882182	0	0.030206877
GTEX-T5JC	0.146572436	0.601993614	0	0.128312772	0.018021502	0.070746755	0	0.034352922
GTEX-T5JW	0.089728827	0.679003342	0	0.062536508	0.163246952	0	0	0.005484371
GTEX-T6MN	0.060197804	0.249771119	0.059716236	0.166122677	0	0.432616914	0.010761818	0.020813432
GTEX-T6MO	0.061807724	0.731842435	0	0.034033435	0.135028617	0	0	0.037287788
GTEX-T8EM	0.086576629	0.599778181	0.033353147	0.089555195	0	0.166264368	0	0.024472479
GTEX-TKQ1	0.063176409	0.716281737	0	0.065562084	0.15018505	0	0	0.00479472
GTEX-TKQ2	0.04206201	0.604892457	0	0.107019137	0.200660944	0.031602923	0	0.013762528
GTEX-TML8	0.061901097	0.575425446	0	0.06144012	0.262207021	0.000835943	0	0.038190374
GTEX-TMMY	0.13009463	0.592865462	0.030608638	0.107425044	0.094788719	0	0	0.044217507
GTEX-TMZS	0.072618358	0.633202636	0	0.023759687	0.234008479	0	0	0.036410841
GTEX-TSE9	0.078431576	0.631846979	0	0.143456952	0.01133517	0.105808069	0	0.029121254
GTEX-U3ZG	0.044680416	0.504566036	0.018940052	0.000109058	0.197081952	0.199084061	0	0.035538424
GTEX-U3ZH	0.03852789	0.633197832	0.016834446	0.06724652	0.181058311	0.023312296	0	0.039822704
GTEX-U3ZN	0.051795179	0.645308428	0	0.051238485	0.232196086	0	0	0.019461822
GTEX-U4B1	0.062910269	0.731079966	0	0.02771009	0.162443496	0	0	0.015856178
GTEX-U8T8	0.139945152	0.652977712	0	0.086311787	0.061452168	0.035048796	0	0.024264385
GTEX-U8XE	0.002635882	0.630634879	0.09485724	0.148654369	0	0.110587301	0	0.012630329
GTEX-UJHI	0.055413922	0.660550122	0.038878014	0.055485288	0.035016093	0.152548704	0	0.002107857
GTEX-UJMC	0.088746772	0.726306779	0	0.035614729	0.119270323	0.000674155	0	0.029387243
GTEX-UPJH	0.082563201	0.360243031	0.060988855	0.123751803	0	0.342358599	6.77E-05	0.030026849
GTEX-UPK5	0.056618149	0.364427063	0.07923892	0.112510958	0	0.335415952	0	0.051788958
GTEX-UTHO	0.149635608	0.606736889	0.011101437	0.017533305	0.102203211	0.081794465	0	0.030995085
GTEX-V1D1	0.037529869	0.667658939	0	0.10218729	0.169840021	0	0	0.022783881
GTEX-V955	0.057488101	0.684578045	0	0.048104292	0.170666454	0	0	0.039163107
GTEX-VJWN	0.072021593	0.586469447	0.040670452	0.089455163	0	0.169717903	0	0.041665442
GTEX-VJYA	0.056296987	0.679104387	0	0.049693762	0.180307377	0	0	0.034597487
GTEX-VUSG	0.073035777	0.551074414	0.030499621	0.115525505	0.133753378	0.073342225	0	0.022769079
GTEX-VUSH	0.057659505	0.733766663	0	0.026751665	0.168905088	0	0	0.01291708
GTEX-W5WG	0.056341122	0.748320953	0	0.044369214	0.100154794	0	0	0.050813917
GTEX-W5X1	0.035350124	0.376301883	0.025180581	0.081441762	0.269724913	0.202512838	0	0.009487899
GTEX-WCDI	0.049717198	0.561916167	0	0.075568406	0.272701436	0	0	0.040096792
GTEX-WEY5	0.084719356	0.657853828	0	0.02954554	0.170615628	0	0	0.057265648
GTEX-WFG7	0.071417027	0.709729714	0	0.027592643	0.179681898	0	0	0.011578717
GTEX-WFG8	0.027782704	0.784424458	0	0.103552051	0.079010038	0	0	0.005230749
GTEX-WFJO	0.075221369	0.641837334	0	0.064447928	0.085246729	0.069457442	0	0.063789197
GTEX-WFON	0.077894338	0.666988806	0	0.056132915	0.174243869	0	0	0.024740072
GTEX-WH7G	0.079462044	0.693815851	0	0.012257875	0.179501214	0	0	0.034963016
GTEX-WHPG	0.021363854	0.670381872	0.005065722	0.193586097	0.090165434	0	0	0.019437021
GTEX-WHSB	0.079319081	0.660660145	0	0.057575612	0.180077917	0	0	0.022367244
GTEX-WHSE	0.113264356	0.342442295	0	0.267119821	0	0.259044945	0	0.018128584
GTEX-WHWD	0.067732697	0.635935745	0	0.063311648	0.202020797	0	0	0.030999114
GTEX-WI4N	0	0.660738534	0.068649031	0.13100986	0	0.109574264	0	0.030028311
GTEX-WK11	0.115415298	0.271025145	0.121031431	0.158304846	0	0.308632725	0.007620021	0.017970535
GTEX-WL46	0.114603983	0.157242265	0.089162392	0.208817901	0	0.405456018	0.016496936	0.008220505
GTEX-WOFL	0.15711785	0.558762914	0	0.155312666	0.066756884	0.031628145	0	0.030421541
GTEX-WOFM	0.06591569	0.665304808	0	0.053044936	0.173880729	0	0	0.041853836
GTEX-WQUQ	0.120985539	0.637593495	0.055065083	0.099881801	0.002488118	0.072977492	0	0.011008471
GTEX-WRHK	0.070875731	0.737263531	0	0.046644628	0.136105848	0	0	0.009110263
GTEX-WRHU	0.034824194	0.171453774	0.215469123	0.081865083	0	0.472117751	0.017832823	0.006437251
GTEX-WVLH	0.100746696	0.559494796	0.044704834	0.056432293	0.129902123	0.06401074	0	0.044708518
GTEX-WWYW	0.102321954	0.589445453	0.015669812	0.171784345	0.025985238	0.064484049	0	0.03030915
GTEX-WXYG	0.072593856	0.716221258	0	0.03341469	0.156278476	0	0	0.02149172
GTEX-WY7C	0.085776001	0.70323126	0	0.028054531	0.16249867	0	0	0.020439538
GTEX-WYBS	0.085510511	0.513506092	0.059501469	0.139457332	0	0.164570106	0	0.03745449
GTEX-WYJK	0.074038627	0.601030635	0.040376712	0.080908141	0.137339172	0	0	0.066306713
GTEX-WYVS	0.087961808	0.518416168	0.005638813	0.14134078	0.093939755	0.124647646	0	0.02805503
GTEX-WZTO	0.083297063	0.050314561	0.058433338	0.266655081	0.022780619	0.43223713	0.062082656	0.024199552
GTEX-X15G	0.055572498	0.67082925	0	0.037920691	0.186259124	0.014652462	0	0.034765975
GTEX-X261	0.129671803	0.589597736	0	0.090706354	0.137411022	0.003421506	0	0.04919158
GTEX-X3Y1	0.09379773	0.586702081	0	0.158066785	0.143254116	0	0	0.018179288
GTEX-X4EO	0.104413454	0.321955541	0.087417887	0.151069426	0	0.312333278	0.008297448	0.014512965
GTEX-X4EP	0.093081616	0.586802507	0	0.147892508	0.10995232	0.006472622	0	0.055798427
GTEX-X4LF	0.089662889	0.617695035	0	0.065855409	0.20753295	0	0	0.019253716
GTEX-X4XX	0.109769359	0.467345393	0.020166593	0.154249169	0.162802641	0.057816145	0	0.0278507
GTEX-X4XY	0.102904506	0.520175433	0.042702574	0.143651077	0.086462309	0.07690563	0	0.027198471
GTEX-X585	0.110779382	0.397056965	0.086025754	0.07362898	0	0.325726046	0	0.006782872
GTEX-X5EB	0.075049964	0.66711581	0	0.066950069	0.162768757	0	0	0.028115399
GTEX-X62O	0.126529386	0.59395262	0.035793637	0.067164739	0.138145334	0.0118192	0	0.026595084
GTEX-X638	0.092264592	0.261824899	0	0.171975381	0.251080816	0.162249581	0.042047757	0.018556975
GTEX-X88G	0.077805905	0.628688633	0	0.02644496	0.225484733	0	0	0.04157577
GTEX-X8HC	0.078256695	0.518702271	0.048329289	0.088651621	0.041793124	0.164965715	0	0.059301285
GTEX-XAJ8	0.082618286	0.64909163	0	0.068831805	0.185296942	0	0	0.014161337
GTEX-XBEC	0.157616044	0.468675299	0.015038832	0.135015781	0.053434688	0.134631254	0	0.035588103
GTEX-XBED	0.095411031	0.633230281	0	0.065557289	0.170575001	0	0	0.035226398
GTEX-XBEW	0.205429079	0.566370686	0	0.076955133	0.08638105	0.051037944	0	0.013826107
GTEX-XGQ4	0.067788096	0.727235545	0	0.051118276	0.140089127	0	0	0.013768956
GTEX-XK95	0.067584838	0.582490087	0	0.184637144	0.10675266	0	0	0.05853527
GTEX-XLM4	0.137817181	0.486881854	0.033309837	0.134508155	0	0.187135259	0.009108765	0.011238949
GTEX-XMD1	0.077404116	0.583975606	0	0.116772103	0.177925108	0.026802679	0	0.017120389
GTEX-XMD2	0.159803711	0.420039038	0.013692814	0.145291614	0.019945522	0.166466097	0	0.074761204
GTEX-XMD3	0.188636896	0.188447251	0	0.173587383	0.117709776	0.306736632	0.01290287	0.011979192
GTEX-XMK1	0.048991563	0.566206558	0	0.088189977	0.274003156	0.001314528	0	0.021294219
GTEX-XOT4	0.05907484	0.126598044	0.119489454	0.113918203	0	0.53977993	0.031864153	0.009275376
GTEX-XPT6	0.086407219	0.662328737	0	0.036648208	0.184029343	0	0	0.030586492
GTEX-XPVG	0.051654317	0.707318083	0	0.041149343	0.15940812	0	0	0.040470137
GTEX-XQ3S	0.093187058	0.29851584	0.026731156	0.306795873	0	0.25809352	0.006110065	0.010566487
GTEX-XQ8I	0.102685261	0.613581198	0	0.075939136	0.164197407	0.00287243	0	0.040724567
GTEX-XUW1	0.113734732	0.647669557	0	0.107189401	0.122048017	0	0	0.009358293
GTEX-XUYS	0.044243929	0.267873569	0.012930034	0.11122336	0.437631784	0.102408975	0.008132163	0.015556186
GTEX-XUZC	0.059714887	0.683794497	0	0.053692211	0.162714244	0	0	0.040084161
GTEX-XXEK	0.061885052	0.624320635	0	0.094444864	0.202349064	0	0	0.017000386
GTEX-XYKS	0.07569188	0.603157772	0	0.070021461	0.236818113	0	0	0.014310773
GTEX-Y111	0.134126803	0.260656823	0.042296691	0.127978816	0.156954779	0.265778042	0.007455209	0.004752836
GTEX-Y114	0.080522004	0.662382139	0	0.063575432	0.179055945	0	0	0.01446448
GTEX-Y3I4	0.100736007	0.660888778	0	0.02685986	0.176726409	0	0	0.034788945
GTEX-Y3IK	0.061384215	0.645032742	0	0.064092042	0.175136713	0	0	0.054354287
GTEX-Y5LM	0.053394244	0.721730999	0	0.048874839	0.163409806	0	0	0.012590111
GTEX-Y5V5	0.146560973	0.296695471	0.005900515	0.208568617	0.086979176	0.169379558	0.051207295	0.034708394
GTEX-Y5V6	0.06744764	0.723660078	0	0.056648274	0.140538799	0	0	0.011705209
GTEX-Y8DK	0.10146097	0.189562655	0.077679921	0.250560634	0	0.362752038	0.005326559	0.012657223
GTEX-Y8E4	0.105380269	0.443080566	0.047940028	0.144074829	0.121765549	0.136265098	0	0.001493661
GTEX-Y8E5	0.07247778	0.573489189	0	0.079116359	0.189861727	0.042184551	0	0.042870394
GTEX-Y8LW	0.077847486	0.705000263	0	0.051510268	0.154430204	0	0	0.011211779
GTEX-Y9LG	0.071701285	0.663092901	0	0.087400912	0.155693847	0	0	0.022111054
GTEX-YB5E	0.045023942	0.732268239	0	0.027872377	0.165925783	0	0	0.028909659
GTEX-YB5K	0.075193515	0.703457489	0	0.040386601	0.170994728	0	0	0.009967667
GTEX-YBZK	0.053186894	0.310076327	0.00313575	0.057497021	0.356271808	0.157180361	0.011764206	0.050887632
GTEX-YEC3	0.08356487	0.670567361	0	0.070678723	0.152195764	0	0	0.022993282
GTEX-YEC4	0.053169943	0.725551429	0	0.089979304	0.120396454	0	0	0.01090287
GTEX-YECK	0.089997583	0.160150962	0.087943635	0.145971467	0	0.471343795	0.028312968	0.01627959
GTEX-YF7O	0.082391921	0.693790378	0	0.044346261	0.15904721	0	0	0.02042423
GTEX-YFC4	0.135585759	0.611307394	0	0.073114824	0.099805075	0.068915238	0	0.011271709
GTEX-YFCO	0.0648845	0.680297029	0	0.043122903	0.182739762	0	0	0.028955806
GTEX-Z93S	0.11863496	0.093482496	0.178039774	0.115686522	0	0.479637348	0.011110015	0.003408885
GTEX-ZAB4	0.083120938	0.533003044	0.015576545	0.086120235	0.088694433	0.175939821	0	0.017544985
GTEX-ZC5H	0.115690896	0.546550325	0	0.08007467	0.120273045	0.014811897	0	0.122599167
GTEX-ZDTS	0.09595804	0.100977739	0.067890391	0.172765821	0	0.433403711	0.116538081	0.012466219
GTEX-ZDTT	0.051297288	0.750190379	0	0.018792586	0.165127676	0	0	0.014592071
GTEX-ZDXO	0.082352043	0.353631323	0.073501813	0.119340538	0.034935039	0.261583837	0.034469059	0.040186349
GTEX-ZDYS	0.078465523	0.673281335	0.010956275	0.097430715	0.122585053	0	0	0.017281099
GTEX-ZE7O	0.159470646	0.247967048	0.053252895	0.212359311	0.00448028	0.308078111	0	0.01439171
GTEX-ZE9C	0.054635332	0.316697894	0.149762679	0.168285925	0.123261381	0.179582257	0	0.007774533
GTEX-ZEX8	0.051457177	0.566115467	0	0.084686302	0.273882218	0.010611289	0	0.013247547
GTEX-ZF28	0.125515881	0.606530135	0	0.098678886	0.03529767	0.088214588	0	0.045762841
GTEX-ZF29	0.072816675	0.730143958	0	0.036551233	0.141360126	0	0	0.019128008
GTEX-ZF2S	0.039450912	0.64454808	0	0.089551522	0.166617935	0	0	0.05983155
GTEX-ZF3C	0.122454942	0.338956412	0	0.24223476	0.119969445	0.066379765	0.060857853	0.049146823
GTEX-ZG7Y	0.088303932	0.683572534	0	0.053417658	0.156364026	0	0	0.01834185
GTEX-ZGAY	0.058079676	0.574516632	0	0.103790909	0.212603255	0.035501305	0	0.015508224
GTEX-ZLV1	0.089956446	0.686556502	0	0	0.191522003	0	0	0.031965049
GTEX-ZP4G	0.078424197	0.690525323	0	0.054254608	0.172996791	0	0	0.003799081
GTEX-ZPCL	0.06853996	0.756664148	0	0.014208941	0.128894448	0	0	0.031692503
GTEX-ZPIC	0.087172468	0.70397537	0	0.028631571	0.157858842	0	0	0.022361751
GTEX-ZPU1	0.063208749	0.591037899	0	0.098442681	0.193958076	0.021312025	0	0.032040569
GTEX-ZQG8	0.091102316	0.619753745	0	0.029969667	0.207938616	0	0	0.051235655
GTEX-ZQUD	0.087187556	0.589420003	0	0.084041041	0.140857424	0.025590712	0	0.072903265
GTEX-ZT9W	0.071349996	0.753771229	0	0.037447955	0.124447018	0	0	0.012983803
GTEX-ZTPG	0.041954322	0.736277799	0	0.10690478	0.069500384	0	0	0.045362715
GTEX-ZTSS	0.092333408	0.714087912	0	0.013349653	0.127798852	0	0	0.052430175
GTEX-ZTTD	0.060307448	0.677966359	0.015347438	0.10239932	0.016501969	0.117431607	0	0.010045858
GTEX-ZTX8	0.095643176	0.663701448	0	0.025504471	0.188812376	0	0	0.026338529
GTEX-ZUA1	0.089178513	0.102877823	0.069601829	0.256414207	0.073101011	0.329516044	0.060252225	0.019058348
GTEX-ZV68	0.074869666	0.289300761	0.122518698	0.091051414	0	0.405831968	0	0.016427494
GTEX-ZV7C	0.084773878	0.700978439	0	0.029852627	0.164427878	0	0	0.019967178
GTEX-ZVE2	0.105291855	0.556253564	0	0.081449145	0.200457113	0	0	0.056548322
GTEX-ZVP2	0.064011237	0.766241846	0	0.01840988	0.130136403	0	0	0.021200634
GTEX-ZVT2	0.066722013	0.685124541	0	0.043540035	0.161177707	0	0	0.043435704
GTEX-ZVT3	0.064658946	0.270484067	0.105145649	0.117787739	0	0.417543232	0.00744513	0.016935237
GTEX-ZVT4	0.152361325	0.594627929	0	0.114383172	0.086631896	0.00239084	0	0.049604838
GTEX-ZVTK	0.063654947	0.148076734	0.057703381	0.247630528	0.098888153	0.288554274	0.071045343	0.024446639
GTEX-ZVZP	0.077984074	0.732380755	0	0.007514753	0.162885748	0	0	0.01923467
GTEX-ZVZQ	0.059461989	0.155489111	0.116354905	0.166235409	0	0.476605392	0.005362673	0.02049052
GTEX-ZXES	0.059434258	0.625675696	0	0.080908659	0.188800259	0	0	0.045181129
GTEX-ZXG5	0.130632758	0.453683925	0.033823022	0.006894304	0	0.333290481	0.031774182	0.009901329
