Mixture	B cells	Monocytes	T cells CD4	T cells CD8	NK cells	Dendritic cells	NK T cells	Megakaryocytes
GTEX-N7MT	0.093711424	0.358518498	0	0.308053397	0.104415004	0.014600944	0.08740706	0.033293674
GTEX-NFK9	0.058795462	0.373137322	0	0.407915197	0.096615831	0	0.013649062	0.049887126
GTEX-NPJ7	0.109024786	0.262388429	0	0.425767616	0.141341873	0	0.055263875	0.00621342
GTEX-NPJ8	0.077952191	0.7675712	0.032228011	0.06334033	0.00581285	0	0.000105494	0.052989924
GTEX-O5YT	0.046915868	0.867825843	0.030188622	0.040125858	0.007805662	0	0	0.007138147
GTEX-O5YW	0.045897468	0.477384866	0.323079235	0.071446719	0.039212655	0	0.002086404	0.040892653
GTEX-OHPK	0.037459624	0.739814273	0.144995315	0.020520139	0.010925186	0	0.005431671	0.040853792
GTEX-OHPL	0.016632392	0.887301586	0.033334927	0.017095022	0.022066732	0	0.006967838	0.016601503
GTEX-OHPM	0.031364544	0.800986801	0.084428321	0.026077863	0.021901661	0	0	0.03524081
GTEX-OHPN	0.061153005	0.433334414	0	0.352105918	0.094923917	0	0.035252818	0.023229928
GTEX-OIZF	0.079689732	0.617647774	0.194560644	0.082321398	0.007134124	0	0.007485314	0.011161015
GTEX-OIZH	0.091568816	0.821295023	0	0.032811786	0.003584183	0	0.031198357	0.019541835
GTEX-OIZI	0.111464844	0.631854159	0.053660883	0.086184326	0.08270623	0	0.027971702	0.006157857
GTEX-OOBJ	0.077005303	0.588788131	0.133854339	0.168172232	0.013222164	0	0.004459806	0.014498025
GTEX-OOBK	0.014502017	0.832984777	0.066731101	0.067637933	0.008373947	0	0	0.009770225
GTEX-OXRL	0.032520557	0.759703462	0.050064212	0.081518027	0.009408331	0	0.013262373	0.053523039
GTEX-OXRO	0.128721252	0.634128654	0	0.167113234	0.022860202	0	0.018455068	0.028721589
GTEX-OXRP	0.16982916	0.652626728	0.01058726	0.061924565	0.024949568	0	0.035611071	0.044471649
GTEX-P44G	0.080853942	0.717947778	0.016936107	0.067839487	0.054507791	0	0.018536148	0.043378746
GTEX-P44H	0.028395882	0.774430952	0.147660996	0.008756148	0.016325307	0	0.010662693	0.013768022
GTEX-P4PP	0.05890975	0.841386242	0.035798833	0.026930631	0.001032974	0	0.017999056	0.017942514
GTEX-P4PQ	0.023802595	0.912882575	0.043939521	0	0.002698007	0	0.01226812	0.004409182
GTEX-P4QS	0.025378817	0.762420286	0.136406848	0.042747891	0.009132321	0	0.002699299	0.021214538
GTEX-P78B	0.062713359	0.563972461	0.043334397	0.216444889	0.059756793	0	0.024265162	0.029512939
GTEX-PLZ4	0.080683718	0.511785507	0.037762348	0.239436757	0.092097768	0	0.027372079	0.010861823
GTEX-PLZ5	0.118336724	0.603981987	0.160112921	0.057254493	0.012304059	0	0.004092864	0.043916952
GTEX-PLZ6	0	0.821111374	0.057601231	0.059960077	0.003684911	0	0	0.057642407
GTEX-POMQ	0.036033042	0.7631892	0.091181875	0.056467131	0.004066069	0	0.00239751	0.046665173
GTEX-POYW	0.0699161	0.59499678	0.122801048	0.093894946	0.036255864	0	0.043603951	0.038531311
GTEX-PSDG	0.004387586	0.598708276	0.001115846	0.328927181	0.048054076	0	0.002192756	0.016614278
GTEX-PVOW	0.446372174	0.016428695	0	0.331084398	0.099479451	0.050679026	0.009037703	0.046918553
GTEX-PW2O	0.076385214	0.524719817	0.108313685	0.220943243	0.004947831	0	0.016898203	0.047792007
GTEX-PWCY	0.035166766	0.82420309	0.066371562	0.039747575	0.004761803	0	0.001693829	0.028055374
GTEX-PWN1	0.122784648	0.62281728	0.211852355	0.032254698	0.005664754	0	0	0.004626266
GTEX-PX3G	0.044243166	0.574213417	0.281064526	0.066563119	0.002132157	0.013456961	0	0.018326654
GTEX-Q2AG	0.14475083	0.173967956	0	0.439467792	0.081088901	0.008898897	0.138441679	0.013383945
GTEX-Q2AH	0.011174552	0.843205931	0.063419535	0.023299032	0.007374621	0	0.02187402	0.029652309
GTEX-Q2AI	0.01546475	0.902161474	0.038688561	0.013786181	0.00302837	0	0.006906235	0.019964428
GTEX-Q734	0.046256225	0.60422296	0.155322102	0.112920184	0.011401316	0	0.044810496	0.025066717
GTEX-QCQG	0.020855395	0.737247603	0.087645015	0.119608101	0.006867293	0	0.008720614	0.019055979
GTEX-QDT8	0.112370566	0.308169506	0.164534425	0.220269069	0.090129551	0.041295388	0.021828897	0.041402598
GTEX-QDVJ	0.112043306	0.57019872	0	0.147485879	0.087964692	0	0.069792278	0.012515125
GTEX-QDVN	0.000486047	0.878110516	0.067103473	0.020359765	0.006127717	0	0.020346361	0.007466121
GTEX-QEG4	0.167729721	0.03164434	0.057010166	0.402404656	0.159099774	0.090809899	0.062346164	0.02895528
GTEX-QEG5	0.059472489	0.63105164	0.14386077	0.098176316	0.033269148	0	0.016156441	0.018013197
GTEX-QESD	0.134738372	0.591378778	0.143467839	0.095220451	0.013516973	0	0	0.021677586
GTEX-QLQ7	0.028528752	0.816813202	0.061636517	0.042278525	0.014581165	0	0.018054097	0.018107741
GTEX-QLQW	0.092298246	0.507479147	0.173879034	0.152566345	0.025366082	0	0.008915794	0.039495351
GTEX-QMR6	0.080619405	0.466155934	0.122644353	0.090205086	0.074614111	0	0.000982612	0.164778499
GTEX-QMRM	0.024614127	0.849184264	0.033086072	0.056816841	0.006558964	0	0.0131033	0.016636432
GTEX-QV31	0.02184309	0.889678124	0.042523296	0.031432702	0.000578123	0	0.006044324	0.007900342
GTEX-QVJO	0.103979468	0.378896419	0	0.313331429	0.088493708	0	0.072169389	0.043129586
GTEX-QVUS	0.132916162	0.319094081	0.003403793	0.315867588	0.079923602	0.132800275	0.00718929	0.008805208
GTEX-QXCU	0.25112206	0.437640636	0.139948868	0.06929565	0.039932975	0	0.059344238	0.002715574
GTEX-R3RS	0.060591974	0.03632904	0	0.613563788	0.168458897	0.059219113	0.046547654	0.015289534
GTEX-R45C	0.105780124	0.472557526	0	0.149047766	0.065820995	0	0.086033374	0.120760215
GTEX-R53T	0.008850379	0.549879684	0.262466456	0.123282697	0.008837023	0	0.001402244	0.045281518
GTEX-R55C	0.058092071	0.826692073	0.011947015	0.017661489	0.002993968	0	0.013533515	0.069079868
GTEX-R55D	0.037037183	0.372722485	0	0.411773266	0.092655456	0.004298201	0.065341844	0.016171564
GTEX-R55E	0.172016214	0.050572979	0	0.476289054	0.112895978	0.112045828	0.072720392	0.003459555
GTEX-R55G	0.053960639	0.877244147	0.02632569	0.005821648	0.005965616	0	0.015906805	0.014775456
GTEX-REY6	0.108439208	0.414792639	0.154857524	0.114796291	0.071710197	0.012480197	0.08952236	0.033401584
GTEX-RM2N	0.014367725	0.562779355	0.117344327	0.070802723	0.001495483	0.151268134	0.035180119	0.046762135
GTEX-RN64	0.407597431	0.021198045	0.102357024	0.265138645	0.108293697	0.054566177	0.03551517	0.005333811
GTEX-RNOR	0.213913346	0.141550194	0.015839901	0.377433453	0.103594973	0.035450329	0.10063922	0.011578584
GTEX-RTLS	0.072749594	0.199493596	0.234539493	0.13032199	0.070182412	0.193797244	0.048774325	0.050141347
GTEX-RU1J	0.064761446	0.821519389	0.086847312	0.009267145	0.006247085	0	0.008482312	0.002875311
GTEX-RU72	0.170503375	0.155015645	0	0.415150906	0.101524444	0.011549344	0.117725271	0.028531014
GTEX-RUSQ	0	0.773745991	0.042124593	0.082495312	0.011054543	0	0.014825004	0.075754557
GTEX-RVPV	0.19917599	0.354650502	0.018116419	0.180832051	0.108978672	0	0.068965392	0.069280975
GTEX-RWS6	0	0.465491665	0.334047683	0.106429009	0.010044473	0.024041002	0	0.059946169
GTEX-RWSA	0.157017517	0.525158958	0.115084166	0.076678714	0.031374974	0.045699107	0.036860521	0.012126044
GTEX-S32W	0	0.783552192	0.045911472	0.025708765	0.008206346	0	0.026358803	0.110262422
GTEX-S33H	0.104674922	0.140229675	0.16183849	0.186188198	0.134475655	0.161825357	0.076419801	0.034347901
GTEX-S341	0.020922784	0.775990919	0.08986318	0.065015633	0.002152198	0	0.002611168	0.043444118
GTEX-S7PM	0.143971057	0.201318772	0	0.393476907	0.098311875	0.042417846	0.103007329	0.017496214
GTEX-S7SE	0.19141566	0.010513858	0	0.388230319	0.165363415	0.095210483	0.121639485	0.02762678
GTEX-S95S	0.032996239	0.859021461	0.034762536	0.028214959	0.005978773	0	0.013058858	0.025967174
GTEX-SE5C	0.027435728	0.899094551	0.046971653	0.01110238	0.003224097	0	0.000598282	0.011573309
GTEX-SIU8	0.231283101	0.016452861	0	0.383607657	0.109670091	0.020492583	0.186780188	0.051713519
GTEX-SJXC	0.225976665	0.015260543	0	0.413822308	0.107773368	0.034539737	0.144306364	0.058321015
GTEX-SN8G	0.082227507	0.683847246	0.096358807	0.065645722	0.017147183	0	0.028130713	0.026642821
GTEX-SNMC	0	0.830116029	0.113705741	0.042340009	0.009124732	0	0	0.004713488
GTEX-SNOS	0.035608356	0.870519124	0	0.056661758	0.006395113	0	0.007633064	0.023182585
GTEX-SSA3	0.131308142	0.355035319	0.354113642	0.052289983	0.016888082	0.018188599	0.011113434	0.061062798
GTEX-SUCS	0.032441977	0.91610354	0.006050832	0.024998855	0.004850928	0	0.003121114	0.012432754
GTEX-T2YK	0.088894405	0.420996398	0	0.307002595	0.074788761	0	0.093375654	0.014942186
GTEX-T5JC	0.147321418	0.48693579	0.067449194	0.067215761	0.097460919	0	0.045912503	0.087704414
GTEX-T5JW	0.055838286	0.712288257	0.187131717	0.03488905	0.003257359	0	0	0.006595332
GTEX-T6MN	0.180349116	0.106535376	0	0.404089441	0.116419215	0.021417402	0.064969524	0.106219926
GTEX-T6MO	0.080564731	0.831473806	0.003577875	0.021721868	0.002408997	0	0.022182604	0.038070118
GTEX-T8EM	0.066235903	0.56933163	0.002290747	0.096122064	0.122326935	0	0.073097353	0.070595368
GTEX-TKQ1	0.064459848	0.792877318	0.10078138	0.025797859	0.002641957	0	0.007707966	0.00573367
GTEX-TKQ2	0.106202347	0.605845744	0.123759946	0.113593902	0.01137933	0	0	0.039218731
GTEX-TML8	0.062623447	0.430433648	0.259016993	0.12248978	0.009193719	0.011980527	0.002952525	0.101309361
GTEX-TMMY	0.043427888	0.487365784	0.103696825	0.193809056	0.105036673	0	0.030934476	0.035729296
GTEX-TMZS	0.027472516	0.698798425	0.153875061	0.086330161	0.014713729	0	0.001503784	0.017306324
GTEX-TSE9	0.161596798	0.548150135	0.015012003	0.216536257	0.037983307	0	0.003686533	0.017034967
GTEX-U3ZG	0.029495753	0.405247894	0.149043441	0.316671753	0.011917557	0	0.028216955	0.059406646
GTEX-U3ZH	0.076358473	0.529053308	0.127746894	0.132482207	0.003628825	0.01088272	0.044713312	0.075134261
GTEX-U3ZN	0.047929261	0.74615248	0.133833095	0.033445611	0.000791476	0	0.008114608	0.02973347
GTEX-U4B1	0.043010513	0.800057431	0.101452227	0.035507797	0.011478686	0	0.000785152	0.007708195
GTEX-U8T8	0.069698232	0.591572493	0	0.216049386	0.066112184	0	0.023332073	0.033235631
GTEX-U8XE	0.131585888	0.603382902	0.126375828	0.065453662	0.065013228	0	0	0.008188493
GTEX-UJHI	0.05166054	0.619737169	0.057065682	0.158187555	0.07744245	0.005147307	0.028774471	0.001984825
GTEX-UJMC	0.003157177	0.708751847	0.093858065	0.088056851	0.024428556	0	0.016364563	0.06538294
GTEX-UPJH	0.177811389	0.240657974	0	0.350731116	0.090845542	0.030750482	0.090443251	0.018760246
GTEX-UPK5	0.13460943	0.315956654	0	0.335436136	0.080586034	0	0.047365926	0.08604582
GTEX-UTHO	0.043187019	0.409040355	0.060907424	0.209364372	0.141632504	0.044720114	0.046230642	0.04491757
GTEX-V1D1	0.088521284	0.731713083	0.073737293	0.077135871	0.004965169	0	0.01102762	0.012899678
GTEX-V955	0.055219676	0.858455177	0.045233922	0.010312394	0.003778431	0	0.011187655	0.015812744
GTEX-VJWN	0.111867567	0.514745496	0.071703993	0.126105804	0.063478746	0	0.017799102	0.094299293
GTEX-VJYA	0.027262712	0.721634975	0.137594002	0.040721424	0.007413031	0	0.016058656	0.049315199
GTEX-VUSG	0.110732922	0.496708483	0.110885511	0.174744198	0.068225146	0	0.030639247	0.008064493
GTEX-VUSH	0.024085327	0.859532218	0.053219129	0.026033392	0.002208218	0	0.005668614	0.029253102
GTEX-W5WG	0.005080135	0.857081169	0	0.089676762	0.00535312	0	0.020478103	0.022330711
GTEX-W5X1	0.100352121	0.325318725	0.263444224	0.251012919	0.031601382	0	0.018276265	0.009994364
GTEX-WCDI	0.051646291	0.58946779	0.204246762	0.102476628	0.009380401	0	0.015231456	0.027550671
GTEX-WEY5	0	0.829159521	0.092396508	0.029430271	0.002379732	0	0.014275338	0.032358631
GTEX-WFG7	0.062566349	0.814750564	0.094504127	0.007022173	0.002868577	0	0.010347627	0.007940583
GTEX-WFG8	0.030078746	0.88360336	0.06062977	0	0.000940742	0	0.018420076	0.006327306
GTEX-WFJO	0.076763414	0.733887156	0	0.112344886	0.010103729	0	0.041827238	0.025073577
GTEX-WFON	0.065738555	0.776509853	0.075492325	0.026010867	0.008091733	0	0.008780974	0.039375693
GTEX-WH7G	0.002709351	0.764633054	0.101733789	0.068527545	0.009771395	0	0	0.052624867
GTEX-WHPG	0.156003617	0.770007044	0	0.03385056	0.000328285	0	0.02870776	0.011102733
GTEX-WHSB	0.070376446	0.81172679	0.023608658	0.055119609	0.005713207	0	0.018345024	0.015110268
GTEX-WHSE	0.271888225	0.298224824	0	0.314571942	0.048826898	0	0.021974154	0.044513957
GTEX-WHWD	0.057609322	0.775443181	0.098866928	0.039357408	0.002408596	0	0.015295684	0.011018883
GTEX-WI4N	0.117740544	0.699482477	0	0.087752701	0.025003693	0	0.028618277	0.041402307
GTEX-WK11	0.19291484	0.190058991	0	0.280345549	0.182707089	0.013729715	0.127762147	0.012481668
GTEX-WL46	0.203943599	0.069653403	0	0.373577675	0.218426548	0.020556697	0.081042829	0.032799249
GTEX-WOFL	0.144386962	0.444194055	0.010321939	0.134751541	0.121673787	0	0.021831842	0.122839875
GTEX-WOFM	0.047206956	0.677334956	0.166237994	0.054527505	0.004959156	0	0.015807236	0.033926197
GTEX-WQUQ	0.045314195	0.499911778	0.035887243	0.172104408	0.174644962	0	0.059380548	0.012756865
GTEX-WRHK	0.023533826	0.847212038	0.071532235	0.034511981	0.002471553	0	0.013618903	0.007119464
GTEX-WRHU	0.129671922	0.099336296	0	0.453097709	0.065928244	0.015856631	0.229063935	0.007045263
GTEX-WVLH	0.055244926	0.49321627	0.133807029	0.104129279	0.067176889	0.008364779	0.073540837	0.06451999
GTEX-WWYW	0.206212071	0.532951515	0.018240521	0.124157576	0.037371934	0	0.019992547	0.061073836
GTEX-WXYG	0.0096749	0.847506867	0.091112594	0.025769167	0.003234445	0	0.0098199	0.012882128
GTEX-WY7C	0	0.839838283	0.091790182	0.029269162	0.007668266	0	0.01237938	0.019054727
GTEX-WYBS	0.082296814	0.538050255	0	0.266748394	0.069478909	0	0.00688656	0.036539068
GTEX-WYJK	0.097936307	0.536202402	0.175500538	0.036615243	0.050551403	0	0.024777198	0.078416909
GTEX-WYVS	0.147917313	0.478289205	0	0.26450141	0.060654425	0	0.036154414	0.012483232
GTEX-WZTO	0.241545777	0	0	0.473426064	0.129189139	0.069497351	0.04837548	0.037966189
GTEX-X15G	0.02645581	0.683786615	0.1619862	0.079341945	0.007373568	0	0.007584225	0.033471637
GTEX-X261	0.048596153	0.505998335	0.159892999	0.121672205	0.072719127	0	0.038952521	0.05216866
GTEX-X3Y1	0.136603084	0.58702002	0.091400905	0.091571369	0.053523625	0	0	0.039880997
GTEX-X4EO	0.184745214	0.18429311	0	0.343817886	0.157211842	0.052843897	0.066510824	0.010577226
GTEX-X4EP	0.165130219	0.629929247	0	0.068157842	0.032916694	0	0.034368966	0.06949703
GTEX-X4LF	0.04186524	0.685989169	0.155223183	0.089319262	0.012062675	0	0	0.015540471
GTEX-X4XX	0.117047331	0.42271816	0.073705775	0.253335672	0.056992516	0	0.066565291	0.009635254
GTEX-X4XY	0.148792373	0.49760696	0.030172187	0.171518427	0.052791984	0	0.05292016	0.046197908
GTEX-X585	0.052321601	0.257728103	0.114783171	0.305112588	0.164826365	0	0.100666184	0.004561989
GTEX-X5EB	0.045869187	0.764376033	0.113692562	0.052653931	0.002518605	0	0.009364095	0.011525588
GTEX-X62O	0	0.4176747	0.072337378	0.188239045	0.081102894	0.044880013	0.131129401	0.064636568
GTEX-X638	0.186805098	0.130931861	0.231453715	0.199597227	0.060245373	0.092476222	0.077137832	0.021352671
GTEX-X88G	0.091165231	0.740112177	0.034713609	0.084163225	0.009961501	0	0.021683746	0.018200512
GTEX-X8HC	0.142623569	0.509097403	0.022090277	0.178555517	0.065188454	0	0.018832153	0.063612627
GTEX-XAJ8	0.086593647	0.793659204	0.069007738	0.016567885	0.007421346	0	0.01855062	0.008199561
GTEX-XBEC	0.150525001	0.314329619	0	0.322057212	0.103235513	0.008737517	0.031722771	0.069392369
GTEX-XBED	0.066687196	0.813442667	0.048866622	0.031491007	0.002445941	0	0.018530302	0.018536265
GTEX-XBEW	0.045846746	0.611553977	0	0.168772968	0.160713496	0	0.007057217	0.006055596
GTEX-XGQ4	0.038529452	0.79948084	0.097056841	0.002112861	0.00603914	0	0.016696119	0.040084746
GTEX-XK95	0.142080901	0.691466286	0	0.056865359	0.01288256	0	0.027359795	0.069345099
GTEX-XLM4	0.214165609	0.406149494	0	0.133743591	0.163768397	0.0066362	0.070688314	0.004848394
GTEX-XMD1	0.087083849	0.401644803	0.287923249	0.072022103	0.018316801	0	0.065816467	0.067192729
GTEX-XMD2	0.11558688	0.324652788	0	0.369949715	0.100664129	0.000720086	0.051297606	0.037128796
GTEX-XMD3	0.205074948	0.080443648	0.046406709	0.349446659	0.092211189	0.024570989	0.165247372	0.036598486
GTEX-XMK1	0.074512802	0.599860576	0.196363944	0.105449617	0.004704583	0	0.000273048	0.018835431
GTEX-XOT4	0.132314491	0.046301224	0	0.640720328	0.128594009	0.024852027	0	0.027217921
GTEX-XPT6	0.023984138	0.890259478	0.030536814	0.014101251	0.005432986	0	0.009548779	0.026136553
GTEX-XPVG	0.031250881	0.790717784	0	0.071468409	0.002341791	0	0.028951524	0.075269611
GTEX-XQ3S	0.267448547	0.203848082	0	0.382196756	0.083936097	0.005047533	0.053810965	0.003712021
GTEX-XQ8I	0.086474438	0.614395895	0.044263259	0.134185262	0.039361033	0	0.012352387	0.068967726
GTEX-XUW1	0.097048306	0.693664112	0.047507337	0.08236035	0.049302328	0	0.024585962	0.005531604
GTEX-XUYS	0.118220639	0.126578301	0.456575223	0.18543207	0.032902849	0.052129895	0.003388303	0.024772721
GTEX-XUZC	0.065905725	0.761531237	0.080970402	0.038663731	0.008110861	0	0	0.044818044
GTEX-XXEK	0.089365037	0.722970522	0.058244727	0.067044046	0.010488625	0	0.020213911	0.031673131
GTEX-XYKS	0.099661906	0.617057418	0.206435489	0.050432275	0.00763388	0	0.002901221	0.015877811
GTEX-Y111	0.19087505	0.136654568	0	0.468057202	0.132041393	0.00955383	0.019254167	0.043563789
GTEX-Y114	0.073592465	0.719341208	0.134345297	0.043688166	0.005582789	0	0	0.023450074
GTEX-Y3I4	0.038849336	0.867460195	0	0.041485747	0.010686234	0	0.01150265	0.030015838
GTEX-Y3IK	0.092889109	0.784667317	0.011943257	0.073279865	0.002094132	0	0.010869852	0.024256469
GTEX-Y5LM	0.046244681	0.827891467	0.083645923	0.036969656	0.000470951	0	7.41E-08	0.004777249
GTEX-Y5V5	0.176231034	0.129502978	0.099200049	0.2562412	0.081280112	0.126381461	0.102046305	0.029116861
GTEX-Y5V6	0.057161069	0.852657936	0.037312139	0.012894419	0.007426699	0	0.000782906	0.031764831
GTEX-Y8DK	0.212951132	0.104945709	0	0.269723404	0.242767171	0.025783384	0.061791489	0.082037711
GTEX-Y8E4	0.162532358	0.342498514	0.127342387	0.160370333	0.118982648	0.009049534	0.062002884	0.017221342
GTEX-Y8E5	0.093635288	0.59372036	0.046236254	0.148044725	0.011111371	0	0.034290247	0.072961756
GTEX-Y8LW	0.015708116	0.841796664	0.090795702	0.03629137	0.00316892	0	0.003260301	0.008978926
GTEX-Y9LG	0.077293825	0.817834845	0.045920374	0.006675847	0.004907444	0	0.02741429	0.019953375
GTEX-YB5E	0.029536348	0.868717968	0.051616916	0.026723779	0.003511539	0	0.001599775	0.018293673
GTEX-YB5K	0.02377952	0.788120125	0.125498196	0.030882814	0.003509111	0	0.008930525	0.019279708
GTEX-YBZK	0.104970333	0.151338486	0.350589456	0.240588711	0.025409753	0.024854499	0.027323607	0.074925154
GTEX-YEC3	0.062568415	0.855043182	0.028041856	0.032443249	0.007572196	0	0.004826445	0.009504657
GTEX-YEC4	0.056700312	0.767372254	0.093470923	0.040065547	0.01326875	0	0	0.029122215
GTEX-YECK	0.176677924	0.058644298	0	0.446385839	0.133693018	0.036331147	0.075649517	0.072618257
GTEX-YF7O	0	0.817491703	0.085752653	0.058738709	0.011886862	0	0.010522748	0.015607324
GTEX-YFC4	0.088781066	0.538738558	0.011185858	0.202613101	0.095729065	0	0.055149476	0.007802876
GTEX-YFCO	0.024818211	0.839410044	0.084706873	0.02537126	0.003428769	0	0.002564545	0.019700298
GTEX-Z93S	0.169684432	0.041930347	0	0.378627936	0.168626674	0.011075569	0.216003255	0.014051787
GTEX-ZAB4	0.122974391	0.384918427	0	0.330422236	0.047269646	0	0.0646098	0.049805499
GTEX-ZC5H	0.10847883	0.550791235	0	0.150450446	0.018496753	0	0.0492554	0.122527338
GTEX-ZDTS	0.229858094	0.035875931	0.019375569	0.377722489	0.12596635	0.108432682	0.096451338	0.006317547
GTEX-ZDTT	0	0.887101047	0.056622702	0.037713476	0.005602689	0	0	0.012960086
GTEX-ZDXO	0.19547484	0.242076045	0.002794729	0.285047739	0.114650341	0.054734343	0.085922643	0.01929932
GTEX-ZDYS	0.116896856	0.613356819	0.107827654	0.080456005	0.037688423	0	0.022661608	0.021112634
GTEX-ZE7O	0.205030024	0.163784146	0	0.410331375	0.090392052	0.002716221	0.106866093	0.020880089
GTEX-ZE9C	0.135214912	0.349641253	0.004060727	0.235928981	0.109701073	0	0.159250816	0.006202238
GTEX-ZEX8	0.078632806	0.59280826	0.219063306	0.076845295	0.003399254	0	0	0.029251078
GTEX-ZF28	0.030344275	0.431957433	0.113804586	0.266460371	0.073494089	0	0.011068648	0.072870598
GTEX-ZF29	0.048883058	0.840795282	0.035653061	0.056551734	0.003920588	0	0	0.014196277
GTEX-ZF2S	0.062513746	0.685513005	0.104020088	0.070704184	0.005639578	0	0.0153887	0.056220699
GTEX-ZF3C	0.356854758	0.228788674	0.030512674	0.128926922	0.101431886	0.088343582	0.046529965	0.01861154
GTEX-ZG7Y	0.036855719	0.844112966	0.033030172	0.051715537	0.010639775	0	0.003200012	0.020445819
GTEX-ZGAY	0.073936694	0.584551156	0.222236234	0.075296083	0.017420176	0	0.013659214	0.012900442
GTEX-ZLV1	0.008804578	0.882484593	0.061615464	0.009196339	0.006814846	0	0.014628223	0.016455957
GTEX-ZP4G	0.040904104	0.823113724	0.082528354	0.028419783	0.021857587	0	0.002201963	0.000974485
GTEX-ZPCL	0.032949044	0.896671183	0	0.024172271	0.001903308	0	0.023328598	0.020975595
GTEX-ZPIC	0	0.785387981	0.121865095	0.046121157	0.006682195	0	0.011950075	0.027993497
GTEX-ZPU1	0.06846979	0.656833401	0.090005301	0.142212003	0.003776397	0	0.005723038	0.032980071
GTEX-ZQG8	0	0.798567059	0.10577124	0.033242623	0.004045405	0	0.018227188	0.040146486
GTEX-ZQUD	0.067470369	0.610155103	0.076228817	0.095483221	0.01996525	0	0.025137787	0.105559452
GTEX-ZT9W	0.035060442	0.88865452	0.021312027	0.016689523	0.008526752	0	0.004068428	0.025688307
GTEX-ZTPG	0.074793577	0.789000156	0.070206909	0.014792887	0.002491528	0	0.008676278	0.040038665
GTEX-ZTSS	0	0.826573445	0.058785744	0.052066394	0.010366383	0	0.014090016	0.038118018
GTEX-ZTTD	0.109793677	0.581850993	0.03887402	0.130379832	0.055629496	0	0.009015224	0.07445676
GTEX-ZTX8	0.048409243	0.849233098	0.033968547	0.030310344	0.00582205	0	0.003433199	0.028823519
GTEX-ZUA1	0.279596558	0.027758629	0	0.34119763	0.121323622	0.079319245	0.106985655	0.043818662
GTEX-ZV68	0.124339142	0.17238264	0	0.476814254	0.113581194	0.013339601	0.091372829	0.008170339
GTEX-ZV7C	0	0.815829036	0.113112584	0.042590546	0.009609204	0	0	0.01885863
GTEX-ZVE2	0.059869906	0.569321531	0.080149539	0.075825795	0.069905718	0	0.011073696	0.133853815
GTEX-ZVP2	0.006296798	0.878070626	0.031779616	0.054497107	0.01619248	0	0	0.013163373
GTEX-ZVT2	0.006507398	0.819338166	0.091658108	0.027145925	0.008681615	0	0.000846419	0.045822369
GTEX-ZVT3	0.202359922	0.205780131	0	0.416204959	0.084879866	0.000807242	0.048720098	0.041247781
GTEX-ZVT4	0.179926474	0.541003431	0	0.121956777	0.076760734	0	0.038217912	0.042134672
GTEX-ZVTK	0.342118101	0.066916543	0.057174656	0.289125628	0.105700059	0.067254103	0.020506051	0.051204859
GTEX-ZVZP	0.018044393	0.916753949	0.032441691	0	0.00396135	0	0.021421121	0.007377496
GTEX-ZVZQ	0.155642742	0.140476731	0	0.496639124	0.114910648	0.003782635	0.037929804	0.050618316
GTEX-ZXES	0.060646056	0.699941134	0.129308162	0.054977538	0.007395045	0	0.00711662	0.040615445
GTEX-ZXG5	0.060636097	0.273633595	0	0.468372501	0.131734607	0.061691254	0.000510604	0.003421343
